实际值,预测值
138.85659790039062,218.81725
137.6273956298828,207.41624
114.26339721679688,205.87024
130.75128173828125,197.31886
143.1651611328125,190.65254
148.78964233398438,171.9803
99.23371887207031,159.40938
154.92520141601562,141.02164
112.96199798583984,132.41898
143.09620666503906,118.751755
77.86160278320312,102.37963
36.26319885253906,86.93409
66.90660095214844,75.33104
33.030799865722656,56.49793
20.062599182128906,40.653282
12.808199882507324,30.529436
10.11299991607666,20.642982
8.414999961853027,14.246796
2.9293999671936035,9.790923
0.26080000400543213,5.553156
0.2702000141143799,3.4645944
0.012600000016391277,2.2921956
0.013399999588727951,1.7536551
0.02239999920129776,1.480602
0.012400000356137753,1.4724346
0.020999999716877937,1.3470192
0.012600000016391277,1.5190066
0.022600000724196434,1.3442265
0.020800000056624413,1.445196
0.022600000724196434,1.3184748
0.02879999950528145,1.2508537
0.03880000114440918,1.2318456
0.023600000888109207,1.2312871
0.0284000001847744,1.1885693
0.017799999564886093,1.2808577
0.027799999341368675,1.1076926
0.013000000268220901,0.93077666
0.028999999165534973,0.8900998
0.027799999341368675,1.2289052
0.03400000184774399,1.3306732
0.030400000512599945,1.301724
0.039000000804662704,-0.13071045
0.021199999377131462,0.031588346
0.020600000396370888,0.017496757
0.024399999529123306,0.016250852
0.03139999881386757,0.018375965
0.012600000016391277,0.01748596
0.020800000056624413,0.017018247
0.020800000056624413,0.017733874
0.026599999517202377,0.01739807
0.02800000086426735,0.018874316
0.014399999752640724,0.015854582
0.013000000268220901,0.019099677
0.01899999938905239,0.017353958
0.024800000712275505,0.017389959
0.012799999676644802,0.017918792
0.026599999517202377,0.019628562
0.02280000038444996,0.018215828
0.01720000058412552,0.018617062
0.020600000396370888,0.017602814
0.025800000876188278,0.013880974
0.014399999752640724,-0.014813278
0.013000000268220901,0.017284641
0.02539999969303608,0.32589942
0.058400001376867294,1.3607169
1.6532000303268433,3.7661145
9.35219955444336,7.566442
12.782400131225586,13.474731
13.064000129699707,20.054123
30.91659927368164,25.171417
47.36800003051758,36.226063
50.510398864746094,45.20612
59.164798736572266,58.65479
85.28179931640625,70.45104
76.6709976196289,84.7217
151.6654052734375,99.61892
134.52639770507812,113.29982
133.24220275878906,126.36596
145.7097930908203,145.4407
188.7021942138672,162.44041
127.76380157470703,174.82669
131.56419372558594,184.29286
241.54080200195312,197.64877
195.92039489746094,210.75162
170.8137969970703,220.27681
132.91600036621094,224.41417
103.35220336914062,234.90544
136.4508056640625,234.37885
139.60400390625,232.41357
192.12339782714844,234.29463
204.2447967529297,229.24265
233.33140563964844,233.31506
242.07640075683594,225.64572
245.18380737304688,231.10562
240.9665985107422,229.83661
219.50439453125,224.72705
211.4384002685547,220.21729
202.22459411621094,206.41948
200.40980529785156,203.45178
191.97279357910156,189.78535
187.72340393066406,185.30171
155.86900329589844,173.09425
98.79080200195312,160.21698
90.26959991455078,144.60927
101.26840209960938,129.12123
81.3740005493164,114.513336
46.78340148925781,99.032196
60.40700149536133,86.95216
68.16079711914062,75.06856
47.99620056152344,55.438004
20.222999572753906,39.012505
11.985600471496582,28.258215
8.085399627685547,19.149082
3.953000068664551,11.985276
0.023800000548362732,7.9927607
0.3702000081539154,4.415599
0.13979999721050262,2.471453
0.012400000356137753,1.4807054
0.012600000016391277,1.1935467
0.01979999989271164,1.0692859
0.019600000232458115,1.1151919
0.020600000396370888,1.0531147
0.017000000923871994,1.1982001
0.020999999716877937,1.123041
0.021800000220537186,1.0853016
0.02800000086426735,0.78111523
0.027799999341368675,0.82422197
0.028200000524520874,0.8295921
0.0284000001847744,0.9653034
0.021400000900030136,1.0333568
0.020600000396370888,0.97009903
0.020800000056624413,0.84110266
0.02199999988079071,0.5013495
0.027400000020861626,0.76659554
0.018799999728798866,1.0013359
0.0272000003606081,0.87694424
0.0272000003606081,0.8748317
0.044199999421834946,0.47374624
0.028200000524520874,0.031907044
0.019999999552965164,0.016222127
0.018200000748038292,0.014529519
0.026599999517202377,0.01556115
0.028599999845027924,0.016345343
0.012199999764561653,0.0153757995
